chapter,comments,date
1287,83,02/07/2019
1288,79,02/08/2019
1289,79,02/09/2019
1290,72,02/11/2019
1291,118,02/12/2019
1292,55,02/13/2019
1293,86,02/14/2019
1294,96,02/15/2019
1295,73,02/16/2019
1296,77,02/17/2019
1297,67,02/18/2019
1298,59,02/19/2019
1299,93,02/20/2019
1300,59,02/21/2019
1301,83,02/22/2019
1302,148,02/23/2019
1303,90,02/24/2019
1304,51,02/25/2019
1305,27,02/26/2019
1306,66,02/27/2019
1307,51,02/28/2019
1308,76,03/01/2019
1309,44,03/02/2019
1310,77,03/03/2019
1311,142,03/04/2019
1312,127,03/05/2019
1313,86,03/06/2019
1314,129,03/07/2019
1315,69,03/08/2019
1316,64,03/09/2019
1317,81,03/10/2019
1318,115,03/11/2019
1319,65,03/12/2019
1320,90,03/13/2019
1321,78,03/14/2019
1322,89,03/15/2019
1323,44,03/16/2019
1324,63,03/17/2019
1325,84,03/18/2019
1326,0,03/19/2019
1327,80,03/20/2019
1328,82,03/21/2019
1329,83,03/22/2019
1330,65,03/23/2019
1331,69,03/24/2019
1332-,106,03/25/2019
1333,65,03/26/2019
1334,123,03/27/2019
1335,133,03/28/2019
1336,83,03/29/2019
1337,61,03/30/2019
1338,84,03/31/2019
1339,93,04/01/2019
1340,83,04/02/2019
1341,83,04/03/2019
1342:,193,04/04/2019
1343,106,04/05/2019
1344,119,04/06/2019
1345,90,04/07/2019
1346,85,04/08/2019
1347,65,04/09/2019
1348,74,04/10/2019
1349,75,04/11/2019
1350,94,04/12/2019
1351,116,04/14/2019
1352,65,04/15/2019
1353,119,04/17/2019
1354,154,04/18/2019
1355,130,04/19/2019
1356,117,04/20/2019
1357,126,04/21/2019
1358,168,04/22/2019
1359,99,04/24/2019
1360,88,04/25/2019
1361,61,04/26/2019
1362,90,04/27/2019
1363,75,04/28/2019
1364,163,04/29/2019
1365,57,04/30/2019
1366,87,05/01/2019
1367,117,05/02/2019
1368,101,05/04/2019
1369,57,05/05/2019
1370,56,05/06/2019
1371,112,05/07/2019
1372,133,05/08/2019
1373,79,05/09/2019
1374,58,05/10/2019
1375,75,05/11/2019
1376,59,05/12/2019
1377,67,05/13/2019
1378,86,05/14/2019
1379,99,05/15/2019
1380,82,05/16/2019
1381,72,05/17/2019
1382,64,05/18/2019
1383,66,05/19/2019
1384,35,05/20/2019
1385,55,05/21/2019
1386,62,05/22/2019
1387,92,05/23/2019
1388,74,05/24/2019
1389,127,05/25/2019
1390,91,05/26/2019
1391,117,05/27/2019
1392,109,05/28/2019
1393,59,05/29/2019
1394,68,05/30/2019
1395,83,05/31/2019
1396,100,06/01/2019
1397,78,06/02/2019
1398,67,06/03/2019
1399,52,06/04/2019
1400,67,06/05/2019
1401,139,06/06/2019
1402,163,06/07/2019
1403,47,06/08/2019
1404,78,06/09/2019
1405,0,06/10/2019
1406,0,06/11/2019
1407,75,06/12/2019
1408,55,06/13/2019
1409,74,06/14/2019
1410,70,06/15/2019
1411,53,06/16/2019
1412,93,06/17/2019
1413,95,06/18/2019
1414,108,06/19/2019
1415,66,06/20/2019
1416,140,06/21/2019
1417,72,06/22/2019
1418,71,06/23/2019
1419,108,06/24/2019
1420,56,06/26/2019
1421,111,06/27/2019
1422,73,06/28/2019
1423,112,06/29/2019
1424,139,06/30/2019
1425,65,07/01/2019
1426,101,07/02/2019
1427,170,07/03/2019
1428,70,07/04/2019
1429,89,07/05/2019
1430,93,07/05/2019
1431,114,07/06/2019
1432,137,07/07/2019
1433,137,07/08/2019
1434,132,07/09/2019
1435,60,07/10/2019
1436,71,07/11/2019
1437,70,07/12/2019
1438,108,07/13/2019
1439,108,07/14/2019
1440,43,07/15/2019
1441,52,07/16/2019
1442,57,07/17/2019
1443,108,07/18/2019
1444,0,07/19/2019
1445,74,07/20/2019
1446,86,07/21/2019
1447,117,07/22/2019
1448,60,07/23/2019
1449,80,07/24/2019
1450,70,07/25/2019
1451,78,07/26/2019
1452,76,07/27/2019
1453,95,07/28/2019
1454,120,07/29/2019
1455,104,07/30/2019
1456,117,07/31/2019
1457,76,08/01/2019
1458,64,08/01/2019
1459,65,08/02/2019
1460,50,08/03/2019
1461,51,08/04/2019
1462,85,08/05/2019
1463,89,08/06/2019
1464,60,08/07/2019
1465,80,08/08/2019
1466,84,08/09/2019
1467,60,08/10/2019
1468,81,08/11/2019
1469,107,08/12/2019
1470,65,08/13/2019
